Stock A,Stock B,t-score,p-value,1% CV,5% CV,10% CV,Hurst Exponent,Half-life,Times Crossing the Mean,Dummy Same Label,Dummy Same Sector
COST,FISV,-3.4812881418984367,0.03409059553238853,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2352460378823164,-934.2503072805713,19,0,0
COST,FTNT,-3.887762008842941,0.010311830805080822,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23980942996027604,-1280.6188069740267,25,0,0
IT,COST,-3.6425791601682698,0.021680738999593042,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25699582268371096,-1247.621375270457,19,0,0
ILMN,COST,-3.3869553810678843,0.043820126322484415,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19820120907513966,353.5176822617532,21,0,0
IPG,COST,-3.659925794522241,0.020614933307812142,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24468617619246602,-794.3759346563421,19,0,0
COST,INTU,-3.542618399236107,0.02879978428271677,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19862467344071386,98.70015248065779,43,0,0
LOW,COST,-4.106356765180632,0.005035004074627279,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24459971394372945,-645.1141738903252,17,0,0
COST,MTCH,-3.419857705141253,0.04019227358092625,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24803705479831606,-1883.755860842305,13,0,0
COST,MSFT,-3.4075625861058905,0.04151741568493564,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2273186186349582,-2680.70892849878,23,0,0
COST,MSI,-3.644478072618527,0.02156178186378384,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2465881182531179,-14394.963657540604,25,0,0
COST,NKE,-3.7209868412054803,0.017217519858710117,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2457254436018479,-835.4840252156174,19,0,0
COST,POOL,-3.7058918741414715,0.018008247410909492,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23368301922094895,1157.0364045443525,47,0,0
COST,PEG,-3.657470958859108,0.02076293962255573,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2341099599843302,-858.2296037013908,27,0,0
QCOM,COST,-3.884151584063325,0.010430225187497722,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2501590551938406,-813.148315855215,19,0,0
CRM,COST,-3.672155129942273,0.0198911986920698,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2388415263314057,993576.6819396677,47,0,0
COST,SYY,-4.210730170476264,0.003513572094529541,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2244208710330829,-882.7147148519002,27,0,1
UNP,COST,-3.68645881812577,0.019072873145221332,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23549730034903135,3107.0868868962034,33,0,0
UHS,COST,-3.377339016539288,0.0449304908387257,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2502403858968397,-475.9485842869279,17,0,0
COST,VRSN,-3.5286496481306253,0.029938774029723888,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22330433899058547,703.699569649251,42,0,0
COST,V,-3.3484651719929417,0.04840550184654331,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2231748341038349,17527.553824015544,37,0,0
CTRA,CCI,-4.028510928358472,0.006536851195798689,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2146857663098307,-1047.208742509082,15,0,0
CTRA,CMI,-3.565667605721296,0.02700137939453831,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2485322721571037,-1518.0905960991824,35,0,0
CTRA,DHI,-4.1787908867247685,0.003927130077052273,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20791881551973185,4920.871785286018,13,0,0
CTRA,DVN,-3.8716299035536617,0.010850298572134084,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2587023374618684,320.6502521769732,22,0,1
CTRA,DLR,-3.913469741852655,0.009502948950735895,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19820635873950312,-2408.8809324623817,37,0,0
CTRA,DISCA,-3.9277120536454313,0.009079706398124436,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2419978168000151,122.11082371966673,37,0,0
CTRA,DISCK,-4.057790238969361,0.0059299241510903785,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24707653153699285,96.8100628839643,33,0,0
CTRA,DG,-3.68733503384705,0.019023713049724555,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2277748873577268,-1092.1021075647893,17,0,0
CTRA,DLTR,-4.412571995042073,0.0016986675688034241,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2328393165744502,-7998.754451735523,17,0,0
CTRA,D,-4.486809011919892,0.0012872439045430626,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22680643616285795,-4056.5130414237206,49,0,0
CTRA,DOV,-3.7586578255172425,0.01537554681433958,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2449718751805124,-821.3323537765219,13,0,0
CTRA,DTE,-3.9536425016494894,0.008352311117947835,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20892632263853325,-1001.355101825834,25,0,0
CTRA,DUK,-4.187201696141673,0.0038141055813382353,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22277593616373628,-2301.083619604909,23,0,0
CTRA,DRE,-3.79077977102503,0.01394430832059235,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20223059664999712,76.76956067174324,51,0,0
CTRA,ETN,-3.5241092263866425,0.030317172317763093,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25189347594968364,-2276.417555379541,23,0,0
CTRA,ENPH,-3.402195290240815,0.04210722515826798,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21237258454459074,858.8859316339184,33,0,0
CTRA,ETR,-4.000117244803855,0.007178543398189538,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20710910447495248,-980.3116045396138,19,0,0
CTRA,EFX,-3.620189977903998,0.023126795233284227,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2701902413967351,4710.569331334372,25,0,0
CTRA,EQIX,-4.326788147993488,0.002324857999344996,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22574797634649066,-1369.190244635119,19,0,0
CTRA,EQR,-3.5977079338461944,0.024662041695602047,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20974857624396512,-1921.2161956506252,37,0,0
CTRA,ESS,-3.8749938921563927,0.010735987544730256,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20936948393542607,-1513.942725206309,33,0,0
CTRA,ES,-4.06082368721923,0.005870059640987668,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20714869373907432,-1046.4384699370016,39,0,0
CTRA,EXR,-3.4835278222659896,0.033883814539824066,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21878700240462504,-1730.7203344046304,16,0,0
CTRA,FFIV,-3.3501880359216414,0.048192106207695394,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2586229832383101,-7370.931718817353,28,0,0
CTRA,FDS,-3.447455087753493,0.037346392975354865,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2761968602808425,-678.6529701730275,15,0,0
CTRA,FE,-3.6031729843983014,0.02428097918121571,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22373361284247864,3465.66261412178,13,0,0
CTRA,FMC,-3.813809063217238,0.012991967341144741,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21392317266781666,-1734.1842907809148,17,0,0
CTRA,FBHS,-3.472351672153366,0.034926325983118976,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2395542994184305,1417.1688313060113,41,0,0
CTRA,FCX,-3.345514180112936,0.04877282531836566,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2381476752793405,1310.563435926682,28,0,0
CTRA,IT,-3.6053984447290848,0.02412726569519245,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2771550982516049,-1202.5708091408121,29,0,0
CTRA,GNRC,-3.5943679461350717,0.02489745879300446,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21127227231302148,-1843.0688261565435,15,0,0
CTRA,GM,-3.85666420968684,0.01137210290105248,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23381220458424656,612.9233955879879,38,0,0
CTRA,GL,-3.6063902233839578,0.02405903409481417,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21440288787581746,-1494.357900437103,13,0,0
CTRA,GPN,-3.4448898348466312,0.03760357905699082,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2303448376184592,-582.2803410784805,15,0,0
CTRA,HAL,-3.945229431850397,0.008582360511289147,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.284676740580978,632.0311751061071,44,0,1
CTRA,HIG,-3.721384977499456,0.017197082565081245,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2172873591869326,-6898.474912429321,37,0,0
CTRA,HSY,-4.064014625845206,0.005807679266774142,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24299424072126774,-1070.849710618613,37,0,0
CTRA,HST,-3.4744740076017884,0.034726295491273526,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2078855594363483,200.70361731835646,66,0,0
CTRA,HII,-3.4833640120151657,0.033898902433474584,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24089505758917226,-3613.913846306056,27,0,0
CTRA,ITW,-3.8820725156578098,0.010498952020812151,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2332977868868466,-1677.8091135681714,29,0,0
IPG,CTRA,-4.3529668426592565,0.0021141577541196354,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21434998734741675,89.05001817421929,59,0,0
CTRA,IFF,-4.819306728081024,0.0003488865827915972,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2280675768622369,-27759.441347847005,39,0,0
CTRA,IQV,-3.3946742917279145,0.042945445855116095,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21948321049586325,-777.1375999513356,21,0,0
CTRA,IRM,-4.610080203202891,0.0008028360625107156,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.1835247211155009,111.67389781962184,70,0,0
CTRA,JNJ,-4.189813743619776,0.0037796160240156657,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23302254262678804,-2302.731030907717,35,0,0
CTRA,K,-3.6598723267615982,0.020618147172426115,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22252325265263173,1035.319966344778,21,0,0
CTRA,KMB,-3.5778202159067023,0.026092579364409247,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2087705846837295,-6969.145156185216,40,0,0
CTRA,KLAC,-3.632417530293552,0.02232703499855987,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2371666939755425,-2455.0801010996424,31,0,0
CTRA,KR,-3.9418932254877,0.008675151353025013,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2444704868858387,95.33144366738216,23,0,0
CTRA,LRCX,-3.864321147722051,0.011102403306932615,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24114090306820246,-1211.2698491862425,15,0,0
CTRA,LDOS,-3.6128819112774906,0.02361652400945156,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26033693509780176,-594.5991537088604,17,0,0
CTRA,LEN,-3.89487036820798,0.010082232979031856,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21897970629599028,2705.1690293595425,22,0,0
CTRA,LYV,-3.5013140041977047,0.03227908246642914,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20153851896707492,-480.44451822719066,25,0,0
CTRA,LOW,-3.5306336660189848,0.02977469512467308,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28217013064643154,-3934.60235609126,19,0,0
CTRA,LUMN,-4.567705963837602,0.0009458168870566707,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2516268834014349,-1243.5799175810378,27,0,0
CTRA,MKTX,-3.4796899806751624,0.034238799527891065,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2729780348331308,-570.6958931528346,27,0,0
CTRA,MMC,-3.85862492387866,0.01130249096844207,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2153375850711764,-979.357641293356,21,0,0
CTRA,MAS,-3.894766517794952,0.010085554162272449,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2310610209470524,976.7559970557744,30,0,0
CTRA,MCD,-3.995990132865162,0.007276406284543395,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19523380814586114,-844.2518660223732,19,0,0
CTRA,FB,-3.4296078595551243,0.03916675109000723,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20193849719152854,-1861.9396658118394,13,0,0
CTRA,MTD,-4.044308648270797,0.006202735305772557,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2438617663751984,-939.7970150076562,13,0,0
CTRA,MCHP,-3.6251472964915847,0.022799616227893445,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25363926232460143,1406.6480846083773,19,0,0
CTRA,MAA,-3.8808552773961495,0.01053937705351243,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23356216167980665,-2124.5088565722954,37,0,0
CTRA,TAP,-3.3481764578282625,0.04844133841540338,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19523375014880529,712.7997193076812,19,0,0
CTRA,MDLZ,-3.6369865806177977,0.02203439895293493,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2211939640992384,-8277.150604752002,71,0,0
CTRA,MNST,-4.566771214438664,0.000949224710088719,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25050193237770885,-13144.559583783812,47,0,0
CTRA,MOS,-3.722435168520221,0.01714327572599745,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2250586231710308,129.09121398996245,24,0,0
CTRA,NEE,-3.52027578587669,0.03063981714384343,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20320283697666175,-630.8375485614998,15,0,0
CTRA,NI,-4.180884154422458,0.003898717673789371,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20193439405930608,19.76902735675934,49,0,0
CTRA,NOC,-3.56680711480418,0.026915025646448782,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23333418118142016,-1521.8333747710244,19,0,0
CTRA,NCLH,-3.5538531059833396,0.027910794252229462,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23516876033146145,3027.713180971165,29,0,0
CTRA,NVR,-4.212005919108709,0.0034979150151448163,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2400460989832533,-1085.3490146609156,15,0,0
CTRA,NXPI,-3.4332206914193133,0.03879236470135551,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.244053049674178,3067.6385992813453,26,0,0
CTRA,OMC,-3.528444299322484,0.029955800399056407,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2098323680624956,4086.5080140050104,46,0,0
CTRA,ORCL,-4.060359822161851,0.005879178275153261,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.1941252995162038,-2090.1660741442047,29,0,0
CTRA,PCAR,-3.7084146045860593,0.017873926415113664,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25611131693626266,-2665.9315217390176,39,0,0
CTRA,PKG,-3.4867181851819433,0.03359109483815989,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2591372393980502,-4079.78533790752,20,0,0
CTRA,PH,-3.695629847425567,0.01856378511148367,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2761888635280668,-2133.332316273479,31,0,0
CTRA,PAYX,-3.4625682560911297,0.035861044418569965,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25610527140998113,-576.8826741878547,15,0,0
CTRA,PNR,-3.5534141470952383,0.02794508231367841,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19587254846540944,811.9541545825083,44,0,0
CTRA,PEP,-3.9025074380436386,0.009840658849538077,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2540689063119548,-1403.4575090814649,45,0,0
CTRA,PNW,-4.139461834109326,0.004497423853430717,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21362571444004724,-1237.8006375525365,39,0,0
CTRA,PXD,-4.304490862531639,0.0025194540858902523,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2405133306037676,1998.2659131003045,22,0,1
CTRA,PPG,-4.668518549683054,0.0006386680968383603,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.1986543736733984,8775.300543759251,47,0,0
CTRA,PPL,-3.51436405077864,0.031143114319025736,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2128642397033994,125.80060628898028,29,0,0
CTRA,PFG,-3.4688882400886856,0.03525484528598178,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2443322891237335,-22027.54093029725,22,0,0
CTRA,PG,-3.995362688053246,0.007291389332450163,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22074220828857424,-1129.0453552772874,27,0,0
CTRA,PLD,-3.9504685664186168,0.008438441040350486,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20130171692855955,-773.5324809256002,27,0,0
CTRA,PEG,-3.8305177598721114,0.012337539439744569,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.198703905069687,-980.4692346393854,15,0,0
CTRA,PHM,-4.147178249186748,0.004379897091466113,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.1955550129137414,118.36484668134598,21,0,0
CTRA,QRVO,-3.3933013399636365,0.043099952443513306,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22247399955543615,1758.640928103963,42,0,0
QCOM,CTRA,-3.7832143156044435,0.014270362740670787,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28615708659982697,-19077.959750880218,37,0,0
CTRA,O,-3.37740617412814,0.044922656189725484,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20448263658626914,-1873.4452599492306,41,0,0
CTRA,ROK,-3.4025534683658614,0.04206764869682356,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25226843853163994,-2712.57627949826,29,0,0
CTRA,RCL,-3.8079514764111786,0.013228569671170904,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22432920146284216,-1422.2977088843945,15,0,0
CTRA,SLB,-3.7026319593542767,0.018183126596402862,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2868725632041276,709.0071260888458,25,1,1
CTRA,SEE,-3.439161121072192,0.038183305092289135,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23570739325033702,718.1397018791182,59,0,0
CTRA,SRE,-4.082147315738814,0.005464482744738464,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.18097104644105047,-1386.1136385353134,45,0,0
CTRA,SWKS,-3.3608604539871787,0.04688744756602535,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2396328570744611,2303.7012064116548,20,0,0
CTRA,SO,-4.08154550444507,0.0054755709241146285,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21518326024864545,-4418.701139262307,75,0,0
CTRA,LUV,-3.456671780297424,0.03643452568818235,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2712446539305932,3899.0153648525597,42,0,0
CTRA,SWK,-4.0179398862368965,0.006769430953373538,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22830154417739346,-6856.523086819763,32,0,0
CTRA,SBUX,-3.452907487263459,0.03680466041528894,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2274417219783126,-918.8027987206572,29,0,0
CTRA,TER,-3.8071963365945716,0.013259347638849823,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.241130672629446,1976.771509078747,33,0,0
CTRA,TT,-3.624295189144373,0.02285556788636824,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2336405514971868,-575.3175298784001,19,0,0
CTRA,TRV,-3.962039037301086,0.008128254770706205,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2277134304125376,-1477.0327410816406,21,0,0
CTRA,TRMB,-3.9550783731875616,0.008313606610621594,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22985618191026305,3517.220867491872,29,0,0
CTRA,UDR,-3.822952350739511,0.012630139054462577,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.1974055954219664,-7679.815927645228,45,0,0
CTRA,UAA,-3.619074619775912,0.02320096505407597,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23450702788734976,114.51789466247038,23,0,0
CTRA,UA,-3.604124231892933,0.02421517303051521,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24071952798838456,116.25188063799824,27,0,0
CTRA,UPS,-3.418715256386353,0.04031389422075896,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2778515747338961,6857.174314967149,36,0,0
CTRA,VTR,-3.3777683982302813,0.04488041843110923,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2231792313843786,6888.309159949937,40,0,0
CTRA,VZ,-3.6349049858608447,0.022167304918823967,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.234862338137775,-2008.9103701272352,25,0,0
CTRA,VIAC,-3.70650078464857,0.017975745802803127,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2326395511766381,1237.9378481559324,36,0,0
CTRA,VTRS,-3.3533945041455446,0.04779701692696299,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2434260941442849,298.3160299211225,29,0,0
CTRA,WRB,-3.56056729435736,0.02739080743660407,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2395620221511065,-601.2472513967423,23,0,0
CTRA,WAB,-3.682205984445051,0.01931305647349015,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26317248060156145,1310.9404594187865,30,0,0
