Asset A,Asset B,t-score,p-value,1% CV,5% CV,10% CV,Hurst Exponent,Half-life,Times Crossing the Mean,Dummy Same Label,Dummy Same Sector
TECH,FRC,-3.3697068798526124,0.045828275760900844,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19077562307123463,-267.498743783621,29,0,0
FLT,TECH,-4.516458332094439,0.0011505750752257352,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19325697586253454,-448.95302236039043,13,0,0
TECH,GS,-3.583740902301538,0.025659423870942118,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22015371710062187,159.40513025774916,25,0,0
JPM,TECH,-3.41706112112771,0.040490532520338324,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19037697994777641,-237.08053905565765,17,0,0
TECH,KLAC,-4.102589391663562,0.005099752684737814,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18088501907906585,298.47534904214524,37,0,0
TECH,L,-4.122793832141525,0.0047611732603105765,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1804334847088506,-247.3953949850597,15,0,0
MTB,TECH,-3.9483093481740004,0.0084974902063488,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18733787854897438,-227.30139268366713,19,0,0
TECH,MHK,-3.421773612014749,0.039989002861441386,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1919911023813622,-559.9523212031714,21,0,0
TECH,TAP,-4.043917173412746,0.006210824343784113,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17859455994248186,-235.41572592092197,15,0,0
NTRS,TECH,-5.1206620660986575,9.818551511908286e-05,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18936992143813755,-224.93481070404894,13,0,0
PPL,TECH,-3.436817924053992,0.03842258221671607,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18454893360555213,-233.84961466077252,13,0,0
PRU,TECH,-3.5881775655955988,0.025338906693110133,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19100896546039217,-252.76476847816838,15,0,0
TECH,RJF,-3.815630053954732,0.012919181019625008,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18101911055578518,-280.72150308496566,13,0,0
RHI,TECH,-3.9132710650131823,0.00950897598911064,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17294960705756982,-265.60766681356756,13,0,0
USB,TECH,-4.562934787835645,0.0009633320188344272,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1888991241069276,-248.61647362518107,13,0,0
WAB,TECH,-3.372974643083208,0.04544207803524726,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18881257001114923,-237.08707970232007,15,0,0
TECH,WAT,-3.577188804881907,0.026139141939749568,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1820213977875829,-388.2823493762227,21,0,1
WYNN,TECH,-3.9327090837685645,0.008935262268141127,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21235122534504403,-242.26536460486759,15,0,0
BIIB,BR,-4.31882204092274,0.0023927272448849312,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09324964648693437,126.99785857253325,15,0,0
BIIB,CHRW,-3.4709612936797702,0.03505789647298449,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07410105697344246,224.13570426897948,25,0,0
CPB,BIIB,-3.8747860053383025,0.010743020444473833,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07961801444702757,417.93484058648585,31,0,0
BIIB,CARR,-4.201892380273678,0.0036238148113433492,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08355239642296591,343.94502508181995,23,0,0
CNC,BIIB,-3.6780588488174497,0.01954980665775445,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07836816270787979,374.6480748891908,23,0,1
BIIB,CNP,-4.38535317347152,0.0018779776253205693,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08165571695971119,448.0931843896683,27,0,0
BIIB,CDAY,-4.857580689150697,0.00029828382143274283,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10599662632519748,213.61818071700682,15,0,0
BIIB,CERN,-4.059835936198073,0.005889492247280793,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08253220615186546,325.39031880920004,17,0,1
BIIB,CTXS,-3.531179770350896,0.02972966700035535,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09706802001316707,196.26806844981041,39,0,0
BIIB,KO,-4.384425131722966,0.001884390232064595,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08399446317858718,366.76001648942497,23,0,0
BIIB,CTSH,-4.26326775702918,0.002919329769123592,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08652568695927594,277.1642332846072,17,0,0
BIIB,CL,-5.440571524200224,2.356398689635136e-05,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09356660467307659,303.88358914934,27,0,0
BIIB,CMCSA,-3.8009428150376148,0.0135166747166625,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08574906102129845,343.47243707890414,25,0,0
BIIB,CMA,-3.502498815245122,0.03217451594581058,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07904458364937693,275.36323684877533,13,0,0
BIIB,CPRT,-4.16923664409876,0.004059234439509443,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09218091279356658,172.72424694155492,17,0,0
BIIB,GLW,-3.8825520741701594,0.010483063705150635,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08357294800514418,352.82786940701595,25,0,0
BIIB,CTVA,-3.5770895217802567,0.02614646993468771,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08123493308088262,357.08791686394954,15,0,0
BIIB,COST,-4.204834915914657,0.003586762195313443,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15291093690687774,170.47354464561363,15,0,0
CTRA,BIIB,-4.92282856095174,0.00022768325055763346,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07456055883691808,521.6794710746009,23,0,0
BIIB,CSX,-4.060151755658374,0.005883272608290371,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09086956420722629,226.02488545785116,13,0,0
BIIB,DAL,-3.7350140377070087,0.016510175943795193,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09309388910757899,348.4542217504389,17,0,0
BIIB,XRAY,-3.526774422735464,0.030094564062230992,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08184559938753912,315.70958974926197,17,0,1
BIIB,DG,-4.1655740528820715,0.0041109451998565544,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.11180377063365717,58.81319086939148,25,0,0
BIIB,DLTR,-4.069606046100132,0.005699820264147844,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10423669444606128,200.6674029426658,17,0,0
BIIB,DOW,-3.798856459574137,0.013603504273257513,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0872533766120233,298.79522007880587,19,0,0
BIIB,DTE,-3.890070631660325,0.010236756080365565,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09018968898488147,168.1290917834149,19,0,0
BIIB,DUK,-3.6177147151488898,0.02329167509156513,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07731393344625476,263.6199834257181,19,0,0
BIIB,DRE,-3.6807172108885076,0.019397757760980353,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08005679024899309,396.04288152344884,25,0,0
BIIB,DD,-3.692818001640113,0.01871859512392175,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0855129955796976,263.9815598854306,15,0,0
ECL,BIIB,-4.4646824076510905,0.001398947381071249,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10966349300697699,38.74910727596622,29,0,0
BIIB,EIX,-3.802897963613677,0.013435751184199516,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08937826448731394,373.52008139596245,17,0,0
EW,BIIB,-3.8787522034081396,0.010609548508003894,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15234868533674914,403.5000923920279,12,0,1
BIIB,EPAM,-3.556908804999196,0.027673103641094238,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14102071001874966,5406.563493494222,13,0,0
BIIB,EFX,-3.719216952843231,0.017308630373064446,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14226897808374517,75.55315271861888,15,0,0
BIIB,ES,-3.596438173788974,0.024751312952189707,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08127657743759162,301.48757545490076,25,0,0
BIIB,EXC,-3.854666302218838,0.01144342765725313,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08038410404111715,400.22858718014567,21,0,0
BIIB,FAST,-4.285481262617162,0.0026971180615639285,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0831902848098447,353.03800196244674,25,0,0
BIIB,FITB,-3.4157425647804627,0.040631798960346736,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07862543217068198,378.59326447949303,17,0,0
FLT,BIIB,-3.587374742508454,0.0253966482273898,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.11514099146920538,9.527222403462183,21,0,0
BIIB,FMC,-4.885052002116883,0.0002663418134905117,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10083891595812917,191.83119977365678,31,0,0
BIIB,F,-3.4324658251387516,0.03887034004108819,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07845769991249332,485.20873604880893,23,0,0
FTV,BIIB,-3.8492830547490153,0.011637593635298328,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09043522457140049,295.1773474410311,27,0,0
BIIB,FBHS,-3.712034631038743,0.01768271271226978,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07554409000025746,206.40429716971371,21,0,0
BIIB,FCX,-3.5510999902667995,0.028126443167882625,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08165393874458059,371.4451972239112,17,0,0
BIIB,GILD,-4.05578860981114,0.005969728584177456,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07949359804874395,431.9544764837912,27,0,1
BIIB,HAS,-4.1310185307817315,0.004629314383347363,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08984151895162826,246.9978535286125,15,0,0
BIIB,PEAK,-4.030440339826287,0.006495189693595916,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08457895926579273,423.27775370243637,19,0,0
BIIB,HSIC,-3.6763590825652193,0.01964757089879112,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07573931530226753,289.3639996488566,23,0,1
BIIB,HSY,-3.7417151199872234,0.0161813621293349,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08067464721302334,147.32005949680413,19,0,0
BIIB,HOLX,-3.8619398697862994,0.011185661906672412,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07399804205651264,275.2248190013038,21,0,1
BIIB,HD,-3.393661023589698,0.04305943039260285,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1141689410481206,13.464403950490045,17,0,0
BIIB,HBAN,-3.507016141579269,0.03177847088643522,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07986322609201564,475.9746650981113,23,0,0
BIIB,ITW,-3.9868141638176047,0.0074983145697365,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0932053876854455,51.76482992161829,19,0,0
BIIB,IR,-3.915604705702967,0.009438398453259864,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08602971803975744,342.1497659064902,23,0,0
BIIB,ICE,-3.6044533429736294,0.024192441382769946,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08562309134420447,207.79425712206714,21,0,0
BIIB,IP,-3.924484120764852,0.00917412249507184,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0868815118635649,326.12888682115266,23,0,0
BIIB,ISRG,-4.179314108941778,0.00392001054779598,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19404623235403787,-254.89220090613998,13,0,1
BIIB,JBHT,-3.49948748085515,0.032440849088820174,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.093634323138707,120.77564014463809,17,0,0
BIIB,LW,-4.025574516736477,0.006600720811897532,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08800203442042696,267.4308207941673,13,0,0
BIIB,LVS,-3.630155881285894,0.02247312957622466,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09155276926303413,321.3657104597642,25,0,0
BIIB,LIN,-3.9158508420755997,0.009430981835758759,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13385042209956258,21.814378359116812,17,0,0
BIIB,LKQ,-3.631394289349507,0.022393030539517824,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.0804849128910833,353.3828562098027,25,0,0
BIIB,LOW,-3.545974629134392,0.02853170806283083,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.09025003081272372,85.32086973705147,13,0,0
BIIB,MKTX,-3.915888960002468,0.009429833727588809,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19764942344516206,-7351.2011069606515,23,0,0
BIIB,MCD,-3.6329701417545888,0.022291463572392048,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.08748266695586321,46.415693454251766,15,0,0
BIIB,MDT,-3.6998766043335314,0.018332094819708728,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07737121851861162,188.7514031830239,13,0,1
BIIB,FB,-3.8472029015289815,0.011713403258900506,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14202115783528438,16.19017608040924,17,0,0
BIIB,MAA,-3.361708527685439,0.046785038970883326,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.07300088780001221,153.0086635198321,13,0,0
